library_id	library_group
SRR2237369	core
SRR2237371	core
SRR2237372	core
SRR2237393	core
SRR2237394	core
SRR2237395	core
SRR2237398	core
SRR2237399	core
SRR2237400	core
SRR2237402	core
SRR2237403	core
SRR2237404	core
SRR2237408	core
SRR2237410	core
SRR2237411	core
SRR2237413	core
SRR2237416	core
SRR2237417	core
SRR2237419	core
SRR2237421	core
SRR2237423	core
SRR2237427	core
SRR2237430	core
SRR2237432	core
SRR2237433	core
SRR2237434	core
SRR2237435	core
SRR2237436	core
SRR2237439	core
SRR2237440	core
SRR2237441	core
SRR2237442	core
SRR2237443	core
SRR2237444	core
SRR2237445	core
SRR2237448	core
SRR2237449	core
SRR2237452	core
SRR2237453	core
SRR2237455	core
SRR2237456	core
SRR2237458	core
SRR2237459	core
SRR2237461	core
SRR2237464	core
SRR2237465	core
SRR2237466	core
SRR2237467	core
SRR2237469	core
SRR2237471	core
SRR2237472	core
SRR2237473	core
SRR2237474	core
SRR2237476	core
SRR2237478	core
SRR2237481	core
SRR2237482	core
SRR2237484	core
SRR2237487	core
SRR2237489	core
SRR2237491	core
SRR2237492	core
SRR2237499	core
SRR2237501	core
SRR2237502	core
SRR2237503	core
SRR2237505	core
SRR2237507	core
SRR2237509	core
SRR2237510	core
SRR2237511	core
SRR2237512	core
SRR2237515	core
SRR2237516	core
SRR2237519	core
SRR2237521	core
SRR2237525	core
SRR2237532	core
SRR2237541	core
SRR2237550	core
SRR2237551	core
SRR2237552	core
SRR2237554	core
SRR2237555	core
SRR2237558	core
SRR2237560	core
SRR2237561	core
SRR2237562	core
SRR2237566	core
SRR2237567	core
SRR2237568	core
SRR2237571	core
SRR2237572	core
SRR2237575	core
SRR2237576	core
SRR2237578	core
SRR2237580	core
SRR2237581	core
SRR2237584	core
SRR2237586	core
SRR2237587	core
SRR2237588	core
SRR2237591	core
SRR2237592	core
SRR2237593	core
SRR2237594	core
SRR2237595	core
SRR2237596	core
SRR2237597	core
SRR2237598	core
SRR2237599	core
SRR2237600	core
SRR2237605	core
SRR2237606	core
SRR2237609	core
SRR2237613	core
SRR2237614	core
SRR2237619	core
SRR2237622	core
SRR2237623	core
SRR2237624	core
SRR2237625	core
SRR2237627	core
SRR2237628	core
SRR2237629	core
SRR2237630	core
SRR2237632	core
SRR2237633	core
SRR2237634	core
SRR2237639	core
SRR2237640	core
SRR2237641	core
SRR2237642	core
SRR2237644	core
SRR2237648	core
SRR2237650	core
SRR2237656	core
SRR2237657	core
SRR2237658	core
SRR2237660	core
SRR2237661	core
SRR2237662	core
SRR2237663	core
SRR2237665	core
SRR2237666	core
SRR2237668	core
SRR2237670	core
SRR2237672	core
SRR2237675	core
SRR2237677	core
SRR2237681	core
SRR2237685	core
SRR2237688	core
SRR2237689	core
SRR2237690	core
SRR2237695	core
SRR2237696	core
SRR2237697	core
SRR2237698	core
SRR2237699	core
SRR2237702	core
SRR2237704	core
SRR2237705	core
SRR2237706	core
SRR2237711	core
SRR2237712	core
SRR2237714	core
SRR2237715	core
SRR2237716	core
SRR2237717	core
SRR2237719	core
SRR2237720	core
SRR2237721	core
SRR2237722	core
SRR2237724	core
SRR2237728	core
SRR2237729	core
SRR2237730	core
SRR2237731	core
SRR2237732	core
SRR2237734	core
SRR2237736	core
SRR2237738	core
SRR2237739	core
SRR2237740	core
SRR2237741	core
SRR2237742	core
SRR2237743	core
SRR2237744	core
SRR2237747	core
SRR2237749	core
SRR2237751	core
SRR2237752	core
SRR2237754	core
SRR2237758	core
SRR2237760	core
SRR2237761	core
SRR2237768	core
SRR2237769	core
SRR2237770	core
SRR2237772	core
SRR2237773	core
SRR2237774	core
SRR2237775	core
SRR2237777	core
SRR2237779	core
SRR2237781	core
SRR2237784	core
SRR2237786	core
SRR2237787	core
SRR2237788	core
SRR2237789	core
SRR2237790	core
SRR2237792	core
SRR2237794	core
SRR2237796	core
SRR2237799	core
SRR2237800	core
SRR2237801	core
SRR2237803	core
SRR2237805	core
SRR2237806	core
SRR2237808	core
SRR2237809	core
SRR2237810	core
SRR2237813	core
SRR2237814	core
SRR2237816	core
SRR2237817	core
SRR2237818	core
SRR2237820	core
SRR2243369	core
SRR2243381	core
SRR2243383	core
SRR2243400	core
SRR2243401	core
SRR2243403	core
SRR2243407	core
SRR2243411	core
SRR2243421	core
SRR2243422	core
SRR2243426	core
SRR2243428	core
SRR2243430	core
SRR2243433	core
SRR2243440	core
SRR2243444	core
SRR2243445	core
SRR2243446	core
SRR2243449	core
SRR2243450	core
SRR2243451	core
SRR2243452	core
SRR2243454	core
SRR2243455	core
SRR2243458	core
SRR2243459	core
SRR2243460	core
SRR2243464	core
SRR2243467	core
SRR2243471	core
SRR2243472	core
SRR2243475	core
SRR2243478	core
SRR2243479	core
SRR2243481	core
SRR2243484	core
SRR2243488	core
SRR2243489	core
SRR2243492	core
SRR2243493	core
SRR2243494	core
SRR2243495	core
SRR2243497	core
SRR2243500	core
SRR2243503	core
SRR2243506	core
SRR2243507	core
SRR2243509	core
SRR2243510	core
SRR2243511	core
SRR2243513	core
SRR2243516	core
SRR2243517	core
SRR2243521	core
SRR2243522	core
SRR2243525	core
SRR2243526	core
SRR2243527	core
SRR2243528	core
SRR2243533	core
SRR2243536	core
SRR2243539	core
SRR2243540	core
SRR2243541	core
SRR2243542	core
SRR2243543	core
SRR2243545	core
SRR2243548	core
SRR2243552	core
SRR2243554	core
SRR2243555	core
SRR2243562	core
SRR2243563	core
SRR2243564	core
SRR2243565	core
SRR2243566	core
SRR2243567	core
SRR2243571	core
SRR2243575	core
SRR2243577	core
SRR2243578	core
SRR2243579	core
SRR2243580	core
SRR2243581	core
SRR2243582	core
SRR2243585	core
SRR2243588	core
SRR2243607	core
SRR2243608	core
SRR2243609	core
SRR2243610	core
SRR2243611	core
SRR2243612	core
SRR2243613	core
SRR2243614	core
SRR2243616	core
SRR2243617	core
SRR2243619	core
SRR2243621	core
SRR2243624	core
SRR2243627	core
SRR2243628	core
SRR2243631	core
SRR2243632	core
SRR2243633	core
SRR2243634	core
SRR2243635	core
SRR2243637	core
SRR2243639	core
SRR2243640	core
SRR2243642	core
SRR2243643	core
SRR2243645	core
SRR2243647	core
SRR2243649	core
SRR2243651	core
SRR2243653	core
SRR2243654	core
SRR2243658	core
SRR2243666	core
SRR2243667	core
SRR2243672	core
SRR2243676	core
SRR2243684	core
SRR2243688	core
SRR2243694	core
SRR2243695	core
SRR2243713	core
SRR2243722	core
SRR2243726	core
SRR2243740	core
SRR2243741	core
SRR2243751	core
SRR2243768	core
SRR2243772	core
SRR2243776	core
SRR2243785	core
SRR2243786	core
SRR2243787	core
SRR2243789	core
SRR2243791	core
SRR2243792	core
SRR2243793	core
SRR2243795	core
SRR2243796	core
SRR2243799	core
SRR2243800	core
SRR2243802	core
SRR2243804	core
SRR2243805	core
SRR2243807	core
SRR2243808	core
SRR2243809	core
SRR2243812	core
SRR2243815	core
SRR2243816	core
SRR2243818	core
SRR2243823	core
SRR2243824	core
SRR2243825	core
SRR2243827	core
SRR2243828	core
SRR2243833	core
SRR2243834	core
SRR2243835	core
SRR2243842	core
SRR2243843	core
SRR2243845	core
SRR2243848	core
SRR2243849	core
SRR2243850	core
SRR2243853	core
SRR2243854	core
SRR2243855	core
SRR2243858	core
SRR2243860	core
SRR2243861	core
SRR2243863	core
SRR2243864	core
SRR2243865	core
SRR2243866	core
SRR2243867	core
SRR2243868	core
SRR2243873	core
SRR2243876	core
SRR2243877	core
SRR2243878	core
SRR2243885	core
SRR2243888	core
SRR2243891	core
SRR2243893	core
SRR2243899	core
SRR2243902	core
SRR2243904	core
SRR2243905	core
SRR2243908	core
SRR2243909	core
SRR2243910	core
SRR2243911	core
SRR2243912	core
SRR2243915	core
SRR2243922	core
SRR2243923	core
SRR2243924	core
SRR2243928	core
SRR2243931	core
SRR2243932	core
SRR2243936	core
SRR2243937	core
SRR2243938	core
SRR2243940	core
SRR2243941	core
SRR2243943	core
SRR2243948	core
SRR2243953	core
SRR2243954	core
SRR2243955	core
SRR2243958	core
SRR2243959	core
SRR2243960	core
SRR2243962	core
SRR2243963	core
SRR2243964	core
SRR2243965	core
SRR2243966	core
SRR2243967	core
SRR2243968	core
SRR2243973	core
SRR2243976	core
SRR2243977	core
SRR2243978	core
SRR2243979	core
SRR2243982	core
SRR2243983	core
SRR2243984	core
SRR2243990	core
SRR2243993	core
SRR2243994	core
SRR2243999	core
SRR2244000	core
SRR2244001	core
SRR2244004	core
SRR2244006	core
SRR2244007	core
SRR2244008	core
SRR2244010	core
SRR2244011	core
SRR2244013	core
SRR2244014	core
SRR2244015	core
SRR2244016	core
SRR2244017	core
SRR2244018	core
SRR2244019	core
SRR2244020	core
SRR2244022	core
SRR2244023	core
SRR2244025	core
SRR2244032	core
SRR2244033	core
SRR2244037	core
SRR2244039	core
SRR2244040	core
SRR2244042	core
SRR2244047	core
SRR2244055	core
SRR2244079	core
SRR2244082	core
SRR2244083	core
SRR2244088	core
SRR2244097	core
SRR2244102	core
SRR2244116	core
SRR2244119	core
SRR2244128	core
SRR2244132	core
SRR2244153	core
SRR2244157	core
SRR2244165	core
SRR2244173	core
SRR2244176	core
SRR2244180	core
SRR2244181	core
SRR2244184	core
SRR2244185	core
SRR2244187	core
SRR2244191	core
SRR2244195	core
SRR2244196	core
SRR2244197	core
SRR2244198	core
SRR2244199	core
SRR2244201	core
SRR2244205	core
SRR2244208	core
SRR2244209	core
SRR2244210	core
SRR2244211	core
SRR2244212	core
SRR2244214	core
SRR2244215	core
SRR2244217	core
SRR2244221	core
SRR2244225	core
SRR2244231	core
SRR2244232	core
SRR2244233	core
SRR2244234	core
SRR2244285	core
SRR2244286	core
SRR2244287	core
SRR2244290	core
SRR2244295	core
SRR2244296	core
SRR2244302	core
SRR2244303	core
SRR2244306	core
SRR2244308	core
SRR2244309	core
SRR2244310	core
SRR2244312	core
SRR2244313	core
SRR2244314	core
SRR2244315	core
SRR2244318	core
SRR2244322	core
SRR2244324	core
SRR2244325	core
SRR2244327	core
SRR2244328	core
SRR2244330	core
SRR2244332	core
SRR2244333	core
SRR2244336	core
SRR2244337	core
SRR2244338	core
SRR2244339	core
SRR2244340	core
SRR2244341	core
SRR2244342	core
SRR2244346	core
SRR2244347	core
SRR2244349	core
SRR2244351	core
SRR2244352	core
SRR2244354	core
SRR2244355	core
SRR2244356	core
SRR2244359	core
SRR2244360	core
SRR2244361	core
SRR2244362	core
SRR2244363	core
SRR2244365	core
SRR2244366	core
SRR2244367	core
SRR2244369	core
SRR2244374	core
SRR2244375	core
SRR2244379	core
SRR2244380	core
SRR2244384	core
SRR2244385	core
SRR2244386	core
SRR2244387	core
SRR2244388	core
SRR2244389	core
SRR2244390	core
SRR2244391	core
SRR2244392	core
SRR2244393	core
SRR2244395	core
SRR2244398	core
SRR2244400	core
SRR2244401	core
SRR2244402	core
SRR2244403	core
SRR2244404	core
SRR2244406	core
SRR2244407	core
SRR2244408	core
SRR2244409	core
SRR2244410	core
SRR2244411	core
SRR2244412	core
SRR2244414	core
SRR2244415	core
SRR2244417	core
SRR2244420	core
SRR2244421	core
SRR2244422	core
SRR2244423	core
SRR2244424	core
SRR2244426	core
SRR2244428	core
SRR2244429	core
SRR2244432	core
SRR2244433	core
SRR2244436	core
SRR2244438	core
SRR2244439	core
SRR2244440	core
SRR2244442	core
SRR2244443	core
SRR2244444	core
SRR2244445	core
SRR2244449	core
SRR2244451	core
SRR2244452	core
SRR2244459	core
SRR2244460	core
SRR2244466	core
SRR2244469	core
SRR2244470	core
SRR2244471	core
SRR2244472	core
SRR2244475	core
SRR2244478	core
SRR2244482	core
SRR2244483	core
SRR2244485	core
SRR2244486	core
SRR2244487	core
SRR2244488	core
SRR2244489	core
SRR2244492	core
SRR2244493	core
SRR2244513	core
SRR2244517	core
SRR2244519	core
SRR2244520	core
SRR2244523	core
SRR2244524	core
SRR2244526	core
SRR2244527	core
SRR2244528	core
SRR2244533	core
SRR2244538	core
SRR2244544	core
SRR2244567	core
SRR2244582	core
SRR2244590	core
SRR2244592	core
SRR2244594	core
SRR2244608	core
SRR2244615	core
SRR2244629	core
SRR2244650	core
SRR2244652	core
SRR2244653	core
SRR2244654	core
SRR2244655	core
SRR2244656	core
SRR2244657	core
SRR2244658	core
SRR2244663	core
SRR2244664	core
SRR2244667	core
SRR2244668	core
SRR2244669	core
SRR2244672	core
SRR2244673	core
SRR2244674	core
SRR2244676	core
SRR2244678	core
SRR2244679	core
SRR2244680	core
SRR2244682	core
SRR2244683	core
SRR2244684	core
SRR2244686	core
SRR2244687	core
SRR2244688	core
SRR2244689	core
SRR2244690	core
SRR2244691	core
SRR2244692	core
SRR2244694	core
SRR2244695	core
SRR2244696	core
SRR2244697	core
SRR2244699	core
SRR2244700	core
SRR2244702	core
SRR2244703	core
SRR2244704	core
SRR2244705	core
SRR2244707	core
SRR2244709	core
SRR2244710	core
SRR2244711	core
SRR2244712	core
SRR2244713	core
SRR2244715	core
SRR2244717	core
SRR2244718	core
SRR2244719	core
SRR2244721	core
SRR2244725	core
SRR2244729	core
SRR2244730	core
SRR2244733	core
SRR2244734	core
SRR2244737	core
SRR2244738	core
SRR2244740	core
SRR2244741	core
SRR2244742	core
SRR2244744	core
SRR2244746	core
SRR2244747	core
SRR2244748	core
SRR2244749	core
SRR2244751	core
SRR2244752	core
SRR2244753	core
SRR2244754	core
SRR2244756	core
SRR2244757	core
SRR2244758	core
SRR2244759	core
SRR2244761	core
SRR2244763	core
SRR2244764	core
SRR2244765	core
SRR2244766	core
SRR2244767	core
SRR2244769	core
SRR2244770	core
SRR2244774	core
SRR2244776	core
SRR2244777	core
SRR2244778	core
SRR2244782	core
SRR2244783	core
SRR2244785	core
SRR2244786	core
SRR2244787	core
SRR2244788	core
SRR2244790	core
SRR2244792	core
SRR2244794	core
SRR2244798	core
SRR2244799	core
SRR2244800	core
SRR2244801	core
SRR2244802	core
SRR2244804	core
SRR2244808	core
SRR2244809	core
SRR2244810	core
SRR2244812	core
SRR2244814	core
SRR2244815	core
SRR2244816	core
SRR2244818	core
SRR2244819	core
SRR2244820	core
SRR2244821	core
SRR2244822	core
SRR2244825	core
SRR2244826	core
SRR2244827	core
SRR2244828	core
SRR2244829	core
SRR2244830	core
SRR2244831	core
SRR2244833	core
SRR2244834	core
SRR2244835	core
SRR2244837	core
SRR2244839	core
SRR2244840	core
SRR2244841	core
SRR2244842	core
SRR2244844	core
SRR2244845	core
SRR2244846	core
SRR2244849	core
SRR2244851	core
SRR2244853	core
SRR2244854	core
SRR2244855	core
SRR2244857	core
SRR2244858	core
SRR2244860	core
SRR2244861	core
SRR2244863	core
SRR2244864	core
SRR2244866	core
SRR2244867	core
SRR2244872	core
SRR2244873	core
SRR2244889	core
SRR2244890	core
SRR2244891	core
SRR2244892	core
SRR2244950	core
SRR2244951	core
SRR2244952	core
SRR2244953	core
SRR2244977	core
SRR2244998	core
SRR2245042	core
SRR2245047	core
SRR2245051	core
SRR2245052	core
SRR2245053	core
SRR2245057	core
SRR2245093	core
SRR2245124	core
SRR2245157	core
SRR2245158	core
SRR2245159	core
SRR2245189	core
SRR2245258	core
SRR2245259	core
SRR2245261	core
SRR2245263	core
SRR2245268	core
SRR2245299	core
SRR2245300	core
SRR2245354	core
SRR2245355	core
SRR2245360	core
SRR2245361	core
SRR2245365	core
SRR2245373	core
SRR2245406	core
SRR2245442	core
SRR2245444	core
SRR2245448	core
SRR2245451	core
SRR2245453	core
SRR2245455	core
SRR2245456	core
SRR2245458	core
SRR2245459	core
SRR2245460	core
SRR2245461	core
SRR2245462	core
SRR2245463	core
SRR2245465	core
SRR2245467	core
SRR2245468	core
SRR2245471	core
SRR2245472	core
SRR2245473	core
SRR2245475	core
SRR2245476	core
SRR2245477	core
SRR2245480	core
SRR2245481	core
SRR2245483	core
SRR2245485	core
SRR2245487	core
SRR2245488	core
SRR2245490	core
SRR2245491	core
SRR2245492	core
SRR2245494	core
SRR2245497	core
SRR2245498	core
SRR2245499	core
SRR2245500	core
SRR2245501	core
SRR2245502	core
SRR2245503	core
SRR2245504	core
SRR2245505	core
SRR2245507	core
SRR2245508	core
SRR2245509	core
SRR2245510	core
SRR2245513	core
SRR2245515	core
SRR2245517	core
SRR2245518	core
SRR2245519	core
SRR2245522	core
SRR2245523	core
SRR2245526	core
SRR2245528	core
SRR2245529	core
SRR2245531	core
SRR2245534	core
SRR2245537	core
SRR2245538	core
SRR2245543	core
SRR2245545	core
SRR2245547	core
SRR2245550	core
SRR2245551	core
SRR2245552	core
SRR2245557	core
SRR2245561	core
SRR2245563	core
SRR2245567	core
SRR2245569	core
SRR2245570	core
SRR2245571	core
SRR2245572	core
SRR2245574	core
SRR2245575	core
SRR2245576	core
SRR2245577	core
SRR2245578	core
SRR2245583	core
SRR2245584	core
SRR2245585	core
SRR2245586	core
SRR2245587	core
SRR2245588	core
SRR2245590	core
SRR2245595	core
SRR2245596	core
SRR2245597	core
SRR2245599	core
SRR2245600	core
SRR2245601	core
SRR2245603	core
SRR2245604	core
SRR2245605	core
SRR2245606	core
SRR2245607	core
SRR2245608	core
SRR2245609	core
SRR2245611	core
SRR2245613	core
SRR2245614	core
SRR2245615	core
SRR2245617	core
SRR2245618	core
SRR2245619	core
SRR2245621	core
SRR2245622	core
SRR2245625	core
SRR2245626	core
SRR2245631	core
SRR2245632	core
SRR2245633	core
SRR2245634	core
SRR2245635	core
SRR2245636	core
SRR2245637	core
SRR2245638	core
SRR2245639	core
SRR2245642	core
SRR2245645	core
SRR2245646	core
SRR2245648	core
SRR2245649	core
SRR2245650	core
SRR2245651	core
SRR2245654	core
SRR2245656	core
SRR2245657	core
SRR2245658	core
SRR2245659	core
SRR2245660	core
SRR2245661	core
SRR2245662	core
SRR2245663	core
SRR2245666	core
SRR2245667	core
SRR2245668	core
SRR2245669	core
SRR2245671	core
SRR2245674	core
SRR2245675	core
SRR2245676	core
SRR2245678	core
SRR2245679	core
SRR2245683	core
SRR2245720	core
SRR2245763	core
SRR2245765	core
SRR2245766	core
SRR2245767	core
SRR2245801	core
SRR2245802	core
SRR2245806	core
SRR2245881	core
SRR2245883	core
SRR2245885	core
SRR2245886	core
SRR2245889	core
SRR2245890	core
SRR2245924	core
SRR2245931	core
SRR2245964	core
SRR2245969	core
SRR2245986	core
SRR2245993	core
SRR2245994	core
SRR2246033	core
SRR2246056	core
SRR2246057	core
SRR2246065	core
SRR2246094	core
SRR2246098	core
SRR2246099	core
SRR2246122	core
SRR2246131	core
SRR2246156	core
SRR2246184	core
SRR2246188	core
SRR2246189	core
SRR2246200	core
SRR2246227	core
SRR2246246	core
SRR2246247	core
SRR2246248	core
SRR2246250	core
SRR2246251	core
SRR2246255	core
SRR2246256	core
SRR2246257	core
SRR2246258	core
SRR2246259	core
SRR2246261	core
SRR2246262	core
SRR2246263	core
SRR2246264	core
SRR2246266	core
SRR2246267	core
SRR2246268	core
SRR2246270	core
SRR2246271	core
SRR2246274	core
SRR2246276	core
SRR2246278	core
SRR2246280	core
SRR2246283	core
SRR2246284	core
SRR2246286	core
SRR2246288	core
SRR2246289	core
SRR2246290	core
SRR2246291	core
SRR2246294	core
SRR2246295	core
SRR2246296	core
SRR2246297	core
SRR2246300	core
SRR2246301	core
SRR2246302	core
SRR2246303	core
SRR2246305	core
SRR2246309	core
SRR2246310	core
SRR2246311	core
SRR2246313	core
SRR2246314	core
SRR2246315	core
SRR2246316	core
SRR2246320	core
SRR2246321	core
SRR2246322	core
SRR2246323	core
SRR2246324	core
SRR2246325	core
SRR2246327	core
SRR2246328	core
SRR2246329	core
SRR2246332	core
SRR2246333	core
SRR2246334	core
SRR2246335	core
SRR2246337	core
SRR2246340	core
SRR2246341	core
SRR2246342	core
SRR2246346	core
SRR2246347	core
SRR2246348	core
SRR2246349	core
SRR2246350	core
SRR2246351	core
SRR2246352	core
SRR2246353	core
SRR2246355	core
SRR2246357	core
SRR2246358	core
SRR2246359	core
SRR2246361	core
SRR2246362	core
SRR2246363	core
SRR2246365	core
SRR2246366	core
SRR2246367	core
SRR2246368	core
SRR2246369	core
SRR2246370	core
SRR2246371	core
SRR2246372	core
SRR2246373	core
SRR2246374	core
SRR2246376	core
SRR2246378	core
SRR2246379	core
SRR2246380	core
SRR2246381	core
SRR2246384	core
SRR2246385	core
SRR2246387	core
SRR2246389	core
SRR2246390	core
SRR2246393	core
SRR2246397	core
SRR2246401	core
SRR2246403	core
SRR2246404	core
SRR2246405	core
SRR2246406	core
SRR2246407	core
SRR2246408	core
SRR2246411	core
SRR2246412	core
SRR2246413	core
SRR2246415	core
SRR2246416	core
SRR2246417	core
SRR2246418	core
SRR2246421	core
SRR2246422	core
SRR2246426	core
SRR2246428	core
SRR2246429	core
SRR2246431	core
SRR2246433	core
SRR2246435	core
SRR2246436	core
SRR2246438	core
SRR2246440	core
SRR2246441	core
SRR2246442	core
SRR2246446	core
SRR2246447	core
SRR2246448	core
SRR2246449	core
SRR2246453	core
SRR2246454	core
SRR2246455	core
SRR2246456	core
SRR2246463	core
SRR2246470	core
SRR2246494	core
SRR2246498	core
SRR2246502	core
SRR2246503	core
SRR2246518	core
SRR2246538	core
SRR2246542	core
SRR2246543	core
SRR2246545	core
SRR2246555	core
SRR2246560	core
SRR2246562	core
SRR2246583	core
SRR2246626	core
SRR2246666	core
SRR2246667	core
SRR2246695	core
SRR2246700	core
SRR2246727	core
SRR2246733	core
SRR2246743	core
SRR2246808	core
SRR2246809	core
SRR2246810	core
SRR2246814	core
SRR2246837	core
SRR2246840	core
SRR2246844	core
SRR2246848	core
SRR2246852	core
SRR2246856	core
SRR2246857	core
SRR2246880	core
SRR2246884	core
SRR2246885	core
SRR2246947	core
SRR2246957	core
SRR2246986	core
SRR2246988	core
SRR2246989	core
SRR2246990	core
SRR2246999	core
SRR2247003	core
SRR2247005	core
SRR2247006	core
SRR2247007	core
SRR2247008	core
SRR2247010	core
SRR2247011	core
SRR2247012	core
SRR2247013	core
SRR2247014	core
SRR2247015	core
SRR2247019	core
SRR2247020	core
SRR2247022	core
SRR2247023	core
SRR2247025	core
SRR2247027	core
SRR2247029	core
SRR2247030	core
SRR2247031	core
SRR2247032	core
SRR2247033	core
SRR2247034	core
SRR2247035	core
SRR2247036	core
SRR2247037	core
SRR2247038	core
SRR2247039	core
SRR2247041	core
SRR2247042	core
SRR2247043	core
SRR2247046	core
SRR2247050	core
SRR2247052	core
SRR2247053	core
SRR2247055	core
SRR2247056	core
SRR2247057	core
SRR2247058	core
SRR2247061	core
SRR2247062	core
SRR2247063	core
SRR2247064	core
SRR2247066	core
SRR2247067	core
SRR2247068	core
SRR2247069	core
SRR2247072	core
SRR2247074	core
SRR2247077	core
SRR2247079	core
SRR2247081	core
SRR2247082	core
SRR2247083	core
SRR2247085	core
SRR2247086	core
SRR2247089	core
SRR2247090	core
SRR2247091	core
SRR2247093	core
SRR2247094	core
SRR2247095	core
SRR2247096	core
SRR2247097	core
SRR2247098	core
SRR2247099	core
SRR2247100	core
SRR2247102	core
SRR2247104	core
SRR2247106	core
SRR2247109	core
SRR2247110	core
SRR2247111	core
SRR2247112	core
SRR2247114	core
SRR2247115	core
SRR2247116	core
SRR2247117	core
SRR2247118	core
SRR2247119	core
SRR2247121	core
SRR2247124	core
SRR2247126	core
SRR2247127	core
SRR2247128	core
SRR2247129	core
SRR2247130	core
SRR2247131	core
SRR2247132	core
SRR2247134	core
SRR2247135	core
SRR2247136	core
SRR2247137	core
SRR2247138	core
SRR2247139	core
SRR2247140	core
SRR2247141	core
SRR2247142	core
SRR2247145	core
SRR2247146	core
SRR2247147	core
SRR2247149	core
SRR2247150	core
SRR2247151	core
SRR2247152	core
SRR2247154	core
SRR2247155	core
SRR2247156	core
SRR2247158	core
SRR2247159	core
SRR2247160	core
SRR2247161	core
SRR2247164	core
SRR2247165	core
SRR2247166	core
SRR2247167	core
SRR2247169	core
SRR2247172	core
SRR2247173	core
SRR2247174	core
SRR2247175	core
SRR2247176	core
SRR2247177	core
SRR2247179	core
SRR2247181	core
SRR2247210	core
SRR2247242	core
SRR2247246	core
SRR2247258	core
SRR2247263	core
SRR2247288	core
SRR2247289	core
SRR2247322	core
SRR2247324	core
SRR2247329	core
SRR2247330	core
SRR2247359	core
SRR2247360	core
SRR2247392	core
SRR2247393	core
SRR2247424	core
SRR2247425	core
SRR2247430	core
SRR2247431	core
SRR2247434	core
SRR2247470	core
SRR2247497	core
SRR2247525	core
SRR2247528	core
SRR2247529	core
SRR2247561	core
SRR2247563	core
SRR2247567	core
SRR2247593	core
SRR2247601	core
SRR2247615	core
SRR2247616	core
SRR2247620	core
SRR2247621	core
SRR2247650	core
SRR2247656	core
SRR2247675	core
SRR2247676	core
SRR2247679	core
SRR2247680	core
SRR2247686	core
SRR2247687	core
SRR2247720	core
SRR2247721	core
SRR2247752	core
SRR2247758	core
SRR2247759	core
SRR2247767	core
SRR2247772	core
SRR2247820	core
SRR2247847	core
SRR2247848	core
SRR2247856	core
SRR2247874	core
SRR2247875	core
SRR2247883	core
SRR2247888	core
SRR2247917	core
SRR2247918	core
SRR2247940	core
SRR2247941	core
SRR2247945	core
SRR2247950	core
SRR2247960	core
SRR2247990	core
SRR2248006	core
SRR2248007	core
SRR2248057	core
SRR2248058	core
SRR2248066	core
SRR2248067	core
SRR2248104	core
SRR2248107	core
SRR2248113	core
SRR2248151	core
SRR2248152	core
SRR2248153	core
SRR2248155	core
SRR2248159	core
SRR2248161	core
SRR2248163	core
SRR2248164	core
SRR2248165	core
SRR2248166	core
SRR2248167	core
SRR2248168	core
SRR2248169	core
SRR2248172	core
SRR2248174	core
SRR2248175	core
SRR2248178	core
SRR2248179	core
SRR2248180	core
SRR2248181	core
SRR2248182	core
SRR2248184	core
SRR2248185	core
SRR2248186	core
SRR2248187	core
SRR2248189	core
SRR2248190	core
SRR2248191	core
SRR2248193	core
SRR2248194	core
SRR2248196	core
SRR2248198	core
SRR2248199	core
SRR2248201	core
SRR2248202	core
SRR2248206	core
SRR2248207	core
SRR2248209	core
SRR2248210	core
SRR2248211	core
SRR2248212	core
SRR2248214	core
SRR2248215	core
SRR2248216	core
SRR2248217	core
SRR2248218	core
SRR2248220	core
SRR2248223	core
SRR2248224	core
SRR2248228	core
SRR2248230	core
SRR2248231	core
SRR2248233	core
SRR2248234	core
SRR2248235	core
SRR2248236	core
SRR2248239	core
SRR2248240	core
SRR2248241	core
SRR2248242	core
SRR2248243	core
SRR2248244	core
SRR2248246	core
SRR2248247	core
SRR2248248	core
SRR2248249	core
SRR2248251	core
SRR2248254	core
SRR2248255	core
SRR2248257	core
SRR2248258	core
SRR2248261	core
SRR2248262	core
SRR2248264	core
SRR2248265	core
SRR2248266	core
SRR2248268	core
SRR2248269	core
SRR2248270	core
SRR2248271	core
SRR2248272	core
SRR2248274	core
SRR2248276	core
SRR2248279	core
SRR2248280	core
SRR2248281	core
SRR2248284	core
SRR2248285	core
SRR2248286	core
SRR2248288	core
SRR2248290	core
SRR2248291	core
SRR2248294	core
SRR2248295	core
SRR2248296	core
SRR2248298	core
SRR2248299	core
SRR2248301	core
SRR2248302	core
SRR2248304	core
SRR2248305	core
SRR2248309	core
SRR2248310	core
SRR2248313	core
SRR2248314	core
SRR2248370	core
SRR2248386	core
SRR2248401	core
SRR2248402	core
SRR2248430	core
SRR2248431	core
SRR2248436	core
SRR2248437	core
SRR2248438	core
SRR2248439	core
SRR2248466	core
SRR2248468	core
SRR2248472	core
SRR2248517	core
SRR2248546	core
SRR2248557	core
SRR2248561	core
SRR2248562	core
SRR2248567	core
SRR2248581	core
SRR2248599	core
SRR2248629	core
SRR2248630	core
SRR2248681	core
SRR2248685	core
SRR2248686	core
SRR2248687	core
SRR2248688	core
SRR2248692	core
SRR2248717	core
