library_id	library_group
ERR912193	core
ERR912194	core
ERR912195	core
ERR912196	core
ERR912197	core
ERR912198	core
ERR912199	core
ERR912200	core
ERR912201	core
ERR912202	core
SRR059328	core
SRR059329	core
SRR059330	core
SRR059331	core
SRR059332	core
SRR059333	core
SRR059334	core
SRR059335	core
SRR059336	core
SRR059337	core
SRR059338	core
SRR059339	core
SRR059340	core
SRR059341	core
SRR059342	core
SRR059343	core
SRR059344	core
SRR059345	core
SRR059346	core
SRR059347	core
SRR059348	core
SRR059349	core
SRR059350	core
SRR059351	core
SRR059352	core
SRR059353	core
SRR059354	core
SRR059355	core
SRR059356	core
SRR059357	core
SRR059358	core
SRR059359	core
SRR059360	core
SRR059361	core
SRR059362	core
SRR059363	core
SRR059364	core
SRR059365	core
SRR059366	core
SRR059367	core
SRR059368	core
SRR059369	core
SRR059370	core
SRR059371	core
SRR059372	core
SRR059373	core
SRR059374	core
SRR059375	core
SRR059376	core
SRR059377	core
SRR059378	core
SRR059379	core
SRR059380	core
SRR059381	core
SRR059382	core
SRR059383	core
SRR059384	core
SRR059385	core
SRR059386	core
SRR059387	core
SRR059388	core
SRR059389	core
SRR059390	core
SRR059391	core
SRR059392	core
SRR059393	core
SRR059394	core
SRR059395	core
SRR059396	core
SRR059397	core
SRR059398	core
SRR059399	core
SRR059400	core
SRR059401	core
SRR059402	core
SRR059403	core
SRR059404	core
SRR059405	core
SRR059406	core
SRR059407	core
SRR059408	core
SRR059409	core
SRR059410	core
SRR059411	core
SRR059412	core
SRR059413	core
SRR059414	core
SRR059415	core
SRR059416	core
SRR059417	core
SRR059418	core
SRR059419	core
SRR059420	core
SRR059421	core
SRR059422	core
SRR059423	core
SRR059424	core
SRR059425	core
SRR059426	core
SRR059427	core
SRR059428	core
SRR059429	core
SRR059430	core
SRR059431	core
SRR059432	core
SRR059433	core
SRR059434	core
SRR059435	core
SRR059436	core
SRR059437	core
SRR059438	core
SRR059439	core
SRR059440	core
SRR059441	core
SRR059442	core
SRR059443	core
SRR059444	core
SRR059445	core
SRR059446	core
SRR059447	core
SRR059448	core
SRR059449	core
SRR059450	core
SRR059451	core
SRR059452	core
SRR059453	core
SRR059454	core
SRR059455	core
SRR059456	core
SRR059457	core
SRR059458	core
SRR059459	core
SRR059460	core
SRR059461	core
SRR059462	core
SRR059463	core
SRR059464	core
SRR059465	core
SRR059466	core
SRR059467	core
SRR059468	core
SRR059469	core
SRR059470	core
SRR059471	core
SRR059472	core
SRR059473	core
SRR059474	core
SRR059475	core
SRR059476	core
SRR059477	core
SRR059478	core
SRR059479	core
SRR059480	core
SRR059481	core
SRR059482	core
SRR059483	core
SRR059484	core
SRR059485	core
SRR059486	core
SRR059487	core
SRR059488	core
SRR059489	core
SRR059490	core
SRR059491	core
SRR059492	core
SRR059493	core
SRR059494	core
SRR059495	core
SRR059496	core
SRR059497	core
SRR059498	core
SRR059499	core
SRR059500	core
SRR059501	core
SRR059502	core
SRR059503	core
SRR059504	core
SRR059505	core
SRR059506	core
SRR059507	core
SRR059508	core
SRR059509	core
SRR059510	core
SRR059511	core
SRR059512	core
SRR059513	core
SRR059514	core
SRR059515	core
SRR059516	core
SRR059517	core
SRR059812	core
SRR059813	core
SRR059814	core
SRR059815	core
SRR059816	core
SRR059817	core
SRR059818	core
SRR059824	core
SRR059825	core
SRR059826	core
SRR059827	core
SRR059828	core
SRR059829	core
SRR059830	core
SRR059831	core
SRR059832	core
SRR059833	core
SRR059834	core
SRR059835	core
SRR059836	core
SRR059837	core
SRR059838	core
SRR059839	core
SRR059840	core
SRR059841	core
SRR059842	core
SRR059843	core
SRR059844	core
SRR059845	core
SRR059846	core
SRR059847	core
SRR059848	core
SRR059849	core
SRR059850	core
SRR059851	core
SRR059852	core
SRR059853	core
SRR059854	core
SRR059855	core
SRR059856	core
SRR059857	core
SRR059858	core
SRR059859	core
SRR059860	core
SRR059861	core
SRR059862	core
SRR059863	core
SRR059864	core
SRR059865	core
SRR059866	core
SRR059867	core
SRR059868	core
SRR059869	core
SRR059870	core
SRR059871	core
SRR059872	core
SRR059873	core
SRR059874	core
SRR059875	core
SRR059876	core
SRR059877	core
SRR059878	core
SRR059879	core
SRR059880	core
SRR059881	core
SRR059882	core
SRR059883	core
SRR059884	core
SRR059885	core
SRR059886	core
SRR059887	core
SRR059888	core
SRR059889	core
SRR059890	core
SRR059891	core
SRR059892	core
SRR059893	core
SRR059894	core
SRR059895	core
SRR059896	core
SRR059897	core
SRR059898	core
SRR059899	core
SRR059902	core
SRR059903	core
SRR059904	core
SRR059905	core
SRR059906	core
SRR059907	core
SRR059908	core
SRR059909	core
SRR059910	core
SRR059911	core
SRR059912	core
SRR059913	core
SRR059914	core
SRR059915	core
SRR059916	core
SRR059917	core
SRR059918	core
SRR059919	core
SRR059920	core
SRR059921	core
SRR059922	core
SRR059923	core
SRR059924	core
SRR059925	core
SRR059926	core
SRR059927	core
SRR059928	core
SRR059929	core
SRR059952	core
SRR059953	core
SRR059954	core
SRR059955	core
SRR059956	core
SRR059957	core
SRR059962	core
SRR059963	core
SRR059964	core
SRR059965	core
SRR059984	core
SRR059985	core
SRR059986	core
SRR059987	core
SRR059988	core
SRR059989	core
SRR059990	core
SRR059991	core
SRR059992	core
SRR059993	core
SRR059994	core
SRR059995	core
SRR059996	core
SRR059997	core
SRR059998	core
SRR059999	core
SRR060000	core
SRR060001	core
SRR060002	core
SRR060003	core
SRR060004	core
SRR060005	core
SRR060006	core
SRR060007	core
SRR060020	core
SRR060021	core
SRR060025	core
SRR060026	core
SRR060027	core
SRR060028	core
SRR060030	core
SRR060031	core
SRR060032	core
SRR060033	core
SRR060034	core
SRR060035	core
SRR060036	core
SRR060037	core
SRR060038	core
SRR060039	core
SRR060040	core
SRR060041	core
SRR060042	core
SRR060043	core
SRR060044	core
SRR060075	core
SRR060076	core
SRR060077	core
SRR060078	core
SRR060079	core
SRR060080	core
SRR060081	core
SRR060082	core
SRR060083	core
SRR060084	core
SRR060086	core
SRR060119	core
SRR060120	core
SRR060121	core
SRR060122	core
SRR060123	core
SRR060137	core
SRR060138	core
SRR060139	core
SRR060140	core
SRR060141	core
SRR060142	core
SRR060152	core
SRR060153	core
SRR060154	core
SRR060155	core
SRR060156	core
SRR060350	core
SRR060351	core
SRR060352	core
SRR060353	core
SRR060354	core
SRR060355	core
SRR060356	core
SRR060357	core
SRR060358	core
SRR060359	core
SRR060360	core
SRR060361	core
SRR060362	core
SRR060363	core
SRR060364	core
SRR060365	core
SRR060366	core
SRR060367	core
SRR060368	core
SRR060369	core
SRR060370	core
SRR060371	core
SRR060372	core
SRR060373	core
SRR060374	core
SRR060375	core
SRR060376	core
SRR060377	core
SRR060378	core
SRR060379	core
SRR060380	core
SRR060381	core
SRR060382	core
SRR060383	core
SRR060384	core
SRR060385	core
SRR060386	core
SRR060387	core
SRR060388	core
SRR060389	core
SRR060390	core
SRR060391	core
SRR060392	core
SRR060393	core
SRR060394	core
SRR060395	core
SRR060396	core
SRR060397	core
SRR060398	core
SRR060399	core
SRR060400	core
SRR060401	core
SRR060402	core
SRR060403	core
SRR060404	core
SRR060405	core
SRR060406	core
SRR060407	core
SRR060408	core
SRR060409	core
SRR060410	core
SRR060411	core
SRR060412	core
SRR060413	core
SRR060414	core
SRR060415	core
SRR060416	core
SRR060417	core
SRR060418	core
SRR060419	core
SRR060420	core
SRR060421	core
SRR060422	core
SRR060423	core
SRR060424	core
SRR060425	core
SRR060426	core
SRR060427	core
SRR060428	core
SRR060429	core
SRR060430	core
SRR060431	core
SRR060432	core
SRR060433	core
SRR060434	core
SRR060435	core
SRR060436	core
SRR060437	core
SRR060438	core
SRR060439	core
SRR060440	core
SRR060441	core
SRR060442	core
SRR060443	core
SRR060444	core
SRR060445	core
SRR060446	core
SRR060447	core
SRR060448	core
SRR060449	core
SRR060456	core
SRR061044	core
SRR061135	core
SRR061136	core
SRR061137	core
SRR061138	core
SRR061139	core
SRR061140	core
SRR061141	core
SRR061142	core
SRR061143	core
SRR061144	core
SRR061145	core
SRR061146	core
SRR061147	core
SRR061148	core
SRR061149	core
SRR061150	core
SRR061151	core
SRR061152	core
SRR061153	core
SRR061154	core
SRR061155	core
SRR061156	core
SRR061157	core
SRR061158	core
SRR061159	core
SRR061160	core
SRR061161	core
SRR061162	core
SRR061163	core
SRR061164	core
SRR061165	core
SRR061166	core
SRR061167	core
SRR061168	core
SRR061169	core
SRR061170	core
SRR061171	core
SRR061172	core
SRR061173	core
SRR061174	core
SRR061175	core
SRR061176	core
SRR061177	core
SRR061178	core
SRR061179	core
SRR061180	core
SRR061181	core
SRR061182	core
SRR061183	core
SRR061184	core
SRR061185	core
SRR061186	core
SRR061187	core
SRR061188	core
SRR061189	core
SRR061190	core
SRR061191	core
SRR061192	core
SRR061193	core
SRR061194	core
SRR061195	core
SRR061196	core
SRR061197	core
SRR061198	core
SRR061199	core
SRR061200	core
SRR061201	core
SRR061202	core
SRR061203	core
SRR061204	core
SRR061205	core
SRR061206	core
SRR061207	core
SRR061208	core
SRR061209	core
SRR061210	core
SRR061211	core
SRR061212	core
SRR061213	core
SRR061214	core
SRR061215	core
SRR061216	core
SRR061217	core
SRR061218	core
SRR061219	core
SRR061220	core
SRR061221	core
SRR061222	core
SRR061223	core
SRR061224	core
SRR061225	core
SRR061226	core
SRR061227	core
SRR061228	core
SRR061229	core
SRR061231	core
SRR061232	core
SRR061233	core
SRR061234	core
SRR061235	core
SRR061236	core
SRR061237	core
SRR061238	core
SRR061239	core
SRR061240	core
SRR061241	core
SRR061242	core
SRR061243	core
SRR061244	core
SRR061246	core
SRR061248	core
SRR061249	core
SRR061250	core
SRR061251	core
SRR061252	core
SRR061253	core
SRR061254	core
SRR061255	core
SRR061257	core
SRR061258	core
SRR061260	core
SRR061261	core
SRR061262	core
SRR061263	core
SRR061264	core
SRR061271	core
SRR061272	core
SRR061273	core
SRR061274	core
SRR061275	core
SRR061276	core
SRR061277	core
SRR061278	core
SRR061279	core
SRR061280	core
SRR061281	core
SRR061282	core
SRR061283	core
SRR061284	core
SRR061285	core
SRR061286	core
SRR061287	core
SRR061288	core
SRR061289	core
SRR061290	core
SRR061291	core
SRR061292	core
SRR061293	core
SRR061294	core
SRR061295	core
SRR061296	core
SRR061297	core
SRR061298	core
SRR061299	core
SRR061300	core
SRR061301	core
SRR061302	core
SRR061303	core
SRR061304	core
SRR061305	core
SRR061306	core
SRR061307	core
SRR061308	core
SRR061309	core
SRR061310	core
SRR061311	core
SRR061312	core
SRR061313	core
SRR061314	core
SRR061315	core
SRR061316	core
SRR061317	core
SRR061318	core
SRR061319	core
SRR061320	core
SRR061321	core
SRR061322	core
SRR061323	core
SRR061324	core
SRR061325	core
SRR061326	core
SRR061327	core
SRR061328	core
SRR061329	core
SRR061330	core
SRR061331	core
SRR061332	core
SRR061333	core
SRR061334	core
SRR061335	core
SRR061336	core
SRR061337	core
SRR061338	core
SRR061339	core
SRR061340	core
SRR061341	core
SRR061342	core
SRR061343	core
SRR061344	core
SRR061345	core
SRR061346	core
SRR061347	core
SRR061348	core
SRR061349	core
SRR061350	core
SRR061351	core
SRR061352	core
SRR061353	core
SRR061354	core
SRR061355	core
SRR061356	core
SRR061357	core
SRR061358	core
SRR061359	core
SRR061360	core
SRR061361	core
SRR061362	core
SRR061363	core
SRR061364	core
SRR061365	core
SRR061366	core
SRR061367	core
SRR061368	core
SRR061369	core
SRR061370	core
SRR061371	core
SRR061372	core
SRR061373	core
SRR061374	core
SRR061375	core
SRR061376	core
SRR061377	core
SRR061378	core
SRR061379	core
SRR061380	core
SRR061381	core
SRR061382	core
SRR061383	core
SRR061384	core
SRR061385	core
SRR061386	core
SRR061387	core
SRR061388	core
SRR061389	core
SRR061390	core
SRR061391	core
SRR061392	core
SRR061393	core
SRR061394	core
SRR061395	core
SRR061396	core
SRR061397	core
SRR061398	core
SRR061399	core
SRR061400	core
SRR061401	core
SRR061402	core
SRR061403	core
SRR061404	core
SRR061405	core
SRR061406	core
SRR061407	core
SRR061408	core
SRR061409	core
SRR061410	core
SRR061411	core
SRR061412	core
SRR061413	core
SRR061414	core
SRR061415	core
SRR061416	core
SRR061417	core
SRR061418	core
SRR061419	core
SRR061420	core
SRR061421	core
SRR061422	core
SRR061423	core
SRR061424	core
SRR061425	core
SRR061426	core
SRR061427	core
SRR061428	core
SRR061429	core
SRR061430	core
SRR061431	core
SRR061432	core
SRR061433	core
SRR061434	core
SRR061435	core
SRR061436	core
SRR061437	core
SRR061438	core
SRR061439	core
SRR061440	core
SRR061441	core
SRR061442	core
SRR061443	core
SRR061444	core
SRR061445	core
SRR061446	core
SRR061447	core
SRR061448	core
SRR061449	core
SRR061450	core
SRR061451	core
SRR061452	core
SRR061453	core
SRR061454	core
SRR061455	core
SRR061456	core
SRR061457	core
SRR061458	core
SRR061459	core
SRR061460	core
SRR061461	core
SRR061462	core
SRR061464	core
SRR061465	core
SRR061466	core
SRR061467	core
SRR061468	core
SRR061469	core
SRR061470	core
SRR061471	core
SRR061472	core
SRR061474	core
SRR061476	core
SRR061477	core
SRR061478	core
SRR061479	core
SRR061480	core
SRR061481	core
SRR061482	core
SRR061483	core
SRR061484	core
SRR061485	core
SRR061486	core
SRR061487	core
SRR061488	core
SRR061489	core
SRR061490	core
SRR061491	core
SRR061492	core
SRR061493	core
SRR061494	core
SRR061495	core
SRR061496	core
SRR061497	core
SRR061498	core
SRR061499	core
SRR061500	core
SRR061501	core
SRR061502	core
SRR061503	core
SRR061504	core
SRR061505	core
SRR061506	core
SRR061507	core
SRR061508	core
SRR061509	core
SRR061510	core
SRR061511	core
SRR061512	core
SRR061513	core
SRR061514	core
SRR061515	core
SRR061516	core
SRR061517	core
SRR061518	core
SRR061519	core
SRR061520	core
SRR061521	core
SRR061522	core
SRR061523	core
SRR061524	core
SRR061525	core
SRR061526	core
SRR061527	core
SRR061528	core
SRR061529	core
SRR061530	core
SRR061531	core
SRR061532	core
SRR061533	core
SRR061534	core
SRR061535	core
SRR061536	core
SRR061537	core
SRR061538	core
SRR061539	core
SRR061540	core
SRR061541	core
SRR061542	core
SRR061543	core
SRR061544	core
SRR061545	core
SRR061546	core
SRR061547	core
SRR061548	core
SRR061549	core
SRR061550	core
SRR061551	core
SRR061552	core
SRR061553	core
SRR061554	core
SRR061555	core
SRR061556	core
SRR061557	core
SRR061558	core
SRR061559	core
SRR061560	core
SRR061561	core
SRR061562	core
SRR061563	core
SRR061564	core
SRR061565	core
SRR061566	core
SRR061567	core
SRR061568	core
SRR061569	core
SRR061570	core
SRR061571	core
SRR061572	core
SRR061573	core
SRR061574	core
SRR061575	core
SRR061576	core
SRR061577	core
SRR061578	core
SRR061579	core
SRR061580	core
SRR061581	core
SRR061582	core
SRR061583	core
SRR061584	core
SRR061585	core
SRR061586	core
SRR061587	core
SRR061588	core
SRR061589	core
SRR061590	core
SRR061591	core
SRR061592	core
SRR061593	core
SRR061594	core
SRR061595	core
SRR061596	core
SRR061597	core
SRR061598	core
SRR061599	core
SRR061689	core
SRR061690	core
SRR061691	core
SRR061692	core
SRR061693	core
SRR061694	core
SRR061695	core
SRR061696	core
SRR061901	core
SRR061902	core
SRR061903	core
SRR061904	core
SRR061905	core
SRR061906	core
SRR061907	core
SRR061908	core
SRR061909	core
SRR061910	core
SRR061911	core
SRR061912	core
SRR061913	core
SRR061914	core
SRR061915	core
SRR061916	core
SRR061917	core
SRR061918	core
SRR061919	core
SRR061920	core
SRR061921	core
SRR061922	core
SRR061923	core
SRR061924	core
SRR061925	core
SRR061926	core
SRR061927	core
SRR061928	core
SRR061929	core
SRR061930	core
SRR061931	core
SRR061932	core
SRR061935	core
SRR061936	core
SRR061937	core
SRR061938	core
SRR061939	core
SRR061940	core
SRR061941	core
SRR061942	core
SRR061943	core
SRR061944	core
SRR061945	core
SRR061946	core
SRR061947	core
SRR061948	core
SRR061949	core
SRR061950	core
SRR061951	core
SRR061952	core
SRR061953	core
SRR061954	core
SRR061955	core
SRR061956	core
SRR061957	core
SRR061958	core
SRR061959	core
SRR061960	core
SRR061961	core
SRR061962	core
SRR061963	core
SRR061964	core
SRR061965	core
SRR061966	core
SRR061967	core
SRR061968	core
SRR061969	core
SRR061970	core
SRR061971	core
SRR061972	core
SRR061973	core
SRR061974	core
SRR061975	core
SRR061976	core
SRR061977	core
SRR061978	core
SRR061979	core
SRR061980	core
SRR061981	core
SRR061982	core
SRR061983	core
SRR061984	core
SRR061985	core
SRR061986	core
SRR061987	core
SRR061988	core
SRR061989	core
SRR061990	core
SRR061991	core
SRR061992	core
SRR061993	core
SRR061994	core
SRR061995	core
SRR061996	core
SRR061997	core
SRR061998	core
SRR062001	core
SRR062002	core
SRR062003	core
SRR062004	core
SRR062005	core
SRR062006	core
SRR062007	core
SRR062008	core
SRR062009	core
SRR062010	core
SRR062011	core
SRR062012	core
SRR062013	core
SRR062014	core
SRR062015	core
SRR062016	core
SRR062017	core
SRR062018	core
SRR062019	core
SRR062020	core
SRR062021	core
SRR062022	core
SRR062023	core
SRR062024	core
SRR062025	core
SRR062026	core
SRR062027	core
SRR062028	core
SRR062029	core
SRR062030	core
SRR062031	core
SRR062032	core
SRR062033	core
SRR062034	core
SRR062035	core
SRR062036	core
SRR062037	core
SRR062038	core
SRR062039	core
SRR062040	core
SRR062041	core
SRR062042	core
SRR062043	core
SRR062044	core
SRR062045	core
SRR062046	core
SRR062047	core
SRR062048	core
SRR062049	core
SRR062050	core
SRR062051	core
SRR062052	core
SRR062053	core
SRR062054	core
SRR062055	core
SRR062056	core
SRR062057	core
SRR062058	core
SRR062059	core
SRR062060	core
SRR062061	core
SRR062062	core
SRR062063	core
SRR062064	core
SRR062065	core
SRR062066	core
SRR062067	core
SRR062068	core
SRR062069	core
SRR062070	core
SRR062071	core
SRR062072	core
SRR062073	core
SRR062074	core
SRR062075	core
SRR062076	core
SRR062077	core
SRR062078	core
SRR062079	core
SRR062080	core
SRR062081	core
SRR062082	core
SRR062083	core
SRR062084	core
SRR062085	core
SRR062086	core
SRR062087	core
SRR062088	core
SRR062089	core
SRR062090	core
SRR062091	core
SRR062092	core
SRR062093	core
SRR062094	core
SRR062095	core
SRR062096	core
SRR062097	core
SRR062098	core
SRR062099	core
SRR062100	core
SRR062101	core
SRR062102	core
SRR062103	core
SRR062104	core
SRR062105	core
SRR062106	core
SRR062107	core
SRR062108	core
SRR062276	core
SRR062277	core
SRR062278	core
SRR062279	core
SRR062280	core
SRR062281	core
SRR062282	core
SRR062283	core
SRR062284	core
SRR062285	core
SRR062286	core
SRR062287	core
SRR062288	core
SRR062289	core
SRR062290	core
SRR062291	core
SRR062292	core
SRR062293	core
SRR062294	core
SRR062295	core
SRR062296	core
SRR062297	core
SRR062298	core
SRR062299	core
SRR062300	core
SRR062301	core
SRR062302	core
SRR062303	core
SRR062305	core
SRR062306	core
SRR062308	core
SRR062309	core
SRR062310	core
SRR062311	core
SRR062312	core
SRR062313	core
SRR062314	core
SRR062315	core
SRR062316	core
SRR062317	core
SRR062318	core
SRR062319	core
SRR062320	core
SRR062321	core
SRR062322	core
SRR062323	core
SRR062324	core
SRR062325	core
SRR062326	core
SRR062327	core
SRR062328	core
SRR062329	core
SRR062330	core
SRR062331	core
SRR062334	core
SRR062335	core
SRR062339	core
SRR062340	core
SRR062341	core
SRR062342	core
SRR062343	core
SRR062344	core
SRR062345	core
SRR062346	core
SRR062347	core
SRR062348	core
SRR062349	core
SRR062350	core
SRR062351	core
SRR062352	core
SRR062353	core
SRR062354	core
SRR062355	core
SRR062356	core
SRR062357	core
SRR062358	core
SRR062359	core
SRR062360	core
SRR062361	core
SRR062362	core
SRR062363	core
SRR062364	core
SRR062365	core
SRR062366	core
SRR062367	core
SRR062368	core
SRR062369	core
SRR062370	core
SRR062371	core
SRR062372	core
SRR062373	core
SRR062374	core
SRR062375	core
SRR062376	core
SRR062377	core
SRR062378	core
SRR062379	core
SRR062380	core
SRR062381	core
SRR062382	core
SRR062383	core
SRR062384	core
SRR062385	core
SRR062386	core
SRR062387	core
SRR062388	core
SRR062389	core
SRR062390	core
SRR062391	core
SRR062392	core
SRR062393	core
SRR062394	core
SRR062395	core
SRR062396	core
SRR062397	core
SRR062398	core
SRR062399	core
SRR062400	core
SRR062401	core
SRR062402	core
SRR062403	core
SRR062404	core
SRR062405	core
SRR062406	core
SRR062407	core
SRR062408	core
SRR062409	core
SRR062410	core
SRR062411	core
SRR062412	core
SRR062413	core
SRR062414	core
SRR062415	core
SRR062416	core
SRR062417	core
SRR062418	core
SRR062419	core
SRR062420	core
SRR062421	core
SRR062422	core
SRR062423	core
SRR062424	core
SRR062425	core
SRR062426	core
SRR062427	core
SRR062428	core
SRR062429	core
SRR062430	core
SRR062431	core
SRR062432	core
SRR062433	core
SRR062434	core
SRR062435	core
SRR062436	core
SRR062437	core
SRR062438	core
SRR062440	core
SRR062441	core
SRR062442	core
SRR062443	core
SRR062444	core
SRR062445	core
SRR062446	core
SRR062447	core
SRR062448	core
SRR062449	core
SRR062450	core
SRR062451	core
SRR062452	core
SRR062453	core
SRR062454	core
SRR062455	core
SRR062456	core
SRR062457	core
SRR062458	core
SRR062459	core
SRR062460	core
SRR062461	core
SRR062462	core
SRR062463	core
SRR062464	core
SRR062465	core
SRR062466	core
SRR062467	core
SRR062468	core
SRR062469	core
SRR062470	core
SRR062471	core
SRR062472	core
SRR062473	core
SRR062474	core
SRR062475	core
SRR062477	core
SRR062478	core
SRR062481	core
SRR062483	core
SRR062485	core
SRR062487	core
SRR062488	core
SRR062489	core
SRR062490	core
SRR062491	core
SRR062492	core
SRR062493	core
SRR062494	core
SRR062495	core
SRR062496	core
SRR062497	core
SRR062498	core
SRR062499	core
SRR062500	core
SRR062501	core
SRR062502	core
SRR062503	core
SRR062504	core
SRR062505	core
SRR062506	core
SRR062507	core
SRR062508	core
SRR062509	core
SRR062510	core
SRR062511	core
SRR062512	core
SRR062513	core
SRR062514	core
SRR062515	core
SRR062516	core
SRR062517	core
SRR062518	core
SRR062519	core
SRR062520	core
SRR062521	core
SRR062522	core
SRR062523	core
SRR062524	core
SRR062525	core
SRR062526	core
SRR062527	core
SRR062528	core
SRR062529	core
SRR062530	core
SRR062531	core
SRR062532	core
SRR062533	core
SRR062534	core
SRR062535	core
SRR062536	core
SRR062537	core
SRR062538	core
SRR062539	core
SRR062540	core
SRR062541	core
SRR063460	core
SRR063461	core
SRR063462	core
SRR063463	core
SRR063464	core
SRR063465	core
SRR063466	core
SRR063467	core
SRR063468	core
SRR063469	core
SRR063470	core
SRR063471	core
SRR063472	core
SRR063473	core
SRR063474	core
SRR063475	core
SRR063476	core
SRR063477	core
SRR063478	core
SRR063479	core
SRR063480	core
SRR063481	core
SRR063483	core
SRR063484	core
SRR063486	core
SRR063487	core
SRR063488	core
SRR063489	core
SRR063490	core
SRR063491	core
SRR063492	core
SRR063493	core
SRR063494	core
SRR063495	core
SRR063496	core
SRR063497	core
SRR063498	core
SRR063499	core
SRR063500	core
SRR063501	core
SRR063502	core
SRR063503	core
SRR063504	core
SRR063505	core
SRR063506	core
SRR063507	core
SRR063508	core
SRR063509	core
SRR063510	core
SRR063511	core
SRR063512	core
SRR063513	core
SRR063514	core
SRR063515	core
SRR063516	core
SRR063517	core
SRR063518	core
SRR063519	core
SRR063520	core
SRR063521	core
SRR063522	core
SRR063523	core
SRR063524	core
SRR063525	core
SRR063526	core
SRR063527	core
SRR063528	core
SRR063529	core
SRR063530	core
SRR063531	core
SRR063532	core
SRR063533	core
SRR063534	core
SRR063535	core
SRR063536	core
SRR063537	core
SRR063675	core
SRR063692	core
SRR063708	core
SRR063709	core
SRR063710	core
SRR063746	core
SRR063747	core
SRR063748	core
SRR063749	core
SRR063788	core
SRR063789	core
SRR063790	core
SRR063910	core
SRR063911	core
SRR063912	core
SRR063913	core
SRR063914	core
SRR063915	core
SRR063916	core
SRR063917	core
SRR063918	core
SRR063919	core
SRR063920	core
SRR063921	core
SRR063922	core
SRR063923	core
SRR063924	core
SRR063925	core
SRR063926	core
SRR063927	core
SRR063928	core
SRR064436	core
SRR064530	core
SRR064531	core
SRR064532	core
SRR066380	core
SRR066381	core
SRR066417	core
SRR066418	core
SRR066419	core
SRR066420	core
SRR066421	core
SRR1211103	core
SRR1211157	core
SRR1211172	core
SRR1211404	core
SRR1211416	core
SRR1211418	core
SRR1211427	core
SRR1211428	core
SRR1211440	core
SRR1211456	core
SRR1211457	core
SRR1211468	core
SRR1211479	core
SRR1211486	core
SRR1211487	core
SRR1211493	core
SRR1211494	core
SRR1211496	core
SRR1211498	core
SRR1211502	core
SRR1211508	core
SRR1211513	core
SRR1211515	core
SRR1211517	core
SRR1211520	core
SRR1211521	core
SRR1211525	core
SRR1211526	core
SRR1211528	core
SRR1211529	core
SRR1211531	core
SRR1211533	core
SRR1211568	core
SRR1211570	core
SRR1211580	core
SRR1211582	core
SRR1211605	core
SRR1211606	core
SRR1211619	core
SRR1211628	core
SRR1211638	core
SRR1211639	core
SRR1211660	core
SRR1211663	core
SRR1211665	core
SRR1211668	core
SRR1211680	core
SRR1211686	core
SRR1211700	core
SRR1211721	core
SRR1212144	core
SRR1212148	core
SRR1212149	core
SRR1212150	core
SRR1212158	core
SRR1212159	core
SRR1212160	core
SRR1212169	core
SRR1212170	core
SRR1212171	core
SRR1212181	core
SRR1212182	core
SRR1212192	core
SRR1212193	core
SRR1212203	core
SRR1212204	core
SRR1212216	core
SRR1212217	core
SRR1212218	core
SRR1212226	core
SRR1212227	core
SRR1212233	core
SRR1212234	core
SRR1212235	core
SRR1212244	core
SRR1212248	core
SRR1212250	core
SRR1212251	core
SRR1212257	core
SRR1212261	core
SRR1212262	core
SRR1212266	core
SRR1212267	core
SRR1212268	core
SRR1212271	core
SRR1212273	core
SRR1212278	core
SRR1212279	core
SRR1212285	core
SRR1212287	core
SRR1212289	core
SRR1212291	core
SRR1212294	core
SRR1212300	core
SRR1212301	core
SRR1212303	core
SRR1212308	core
SRR1212309	core
SRR1212312	core
SRR1212314	core
SRR1212315	core
SRR1212319	core
SRR1212320	core
SRR1212471	core
SRR1212497	core
SRR1212512	core
SRR1212541	core
SRR1212546	core
SRR1212554	core
SRR1212555	core
SRR1212560	core
SRR1212626	core
SRR1212667	core
SRR1212683	core
SRR1212693	core
SRR1212695	core
SRR1212699	core
SRR1212705	core
SRR1212720	core
SRR1212726	core
SRR1212762	core
SRR1212776	core
SRR1212803	core
SRR1212821	core
SRR1212825	core
SRR1212853	core
SRR1213564	core
SRR1213566	core
SRR1213704	core
SRR1213785	core
SRR1213810	core
SRR1213876	core
SRR1213913	core
SRR1213979	core
SRR1213981	core
SRR1213990	core
SRR1214009	core
SRR1214034	core
SRR1214153	core
SRR1214246	core
SRR1214319	core
SRR1214481	core
SRR1214484	core
SRR1214490	core
SRR1214498	core
SRR1214499	core
SRR1214500	core
SRR1214501	core
SRR1214502	core
SRR1214513	core
SRR1214515	core
SRR1214522	core
SRR1214532	core
SRR1214535	core
SRR1214542	core
SRR1214562	core
SRR1214569	core
SRR1214571	core
SRR1214586	core
SRR1214587	core
SRR1214594	core
SRR1214722	core
SRR1214724	core
SRR1214730	core
SRR1214739	core
SRR1214740	core
SRR1214749	core
SRR1214750	core
SRR1214756	core
SRR1214757	core
SRR1214758	core
SRR1214759	core
SRR1214760	core
SRR1214857	core
SRR1214858	core
SRR1214867	core
SRR1214868	core
SRR1214875	core
SRR1214876	core
SRR1214886	core
SRR1214887	core
SRR1214888	core
SRR1214895	core
SRR1214922	core
SRR1214923	core
SRR1214932	core
SRR1214933	core
SRR1214935	core
SRR1214936	core
SRR1214940	core
SRR1214947	core
SRR1214948	core
SRR1214958	core
SRR1214969	core
SRR1214975	core
SRR1214976	core
